,fighter,knockdowns,significant_strikes_landed,significant_strikes_attempted,significant_strikes_rate,total_strikes_landed,total_strikes_attempted,takedown_successful,takedown_attempted,takedown_rate,submission_attempt,reversals,head_landed,head_attempted,body_landed,body_attempted,leg_landed,leg_attempted,distance_landed,distance_attempted,clinch_landed,clinch_attempted,ground_landed,ground_attempted,round,result,last_round,scheduled_rounds,winner,weight_class,fight_date,id
14044,Jianping Yang,0,9,28,0.32,9,28,0,1,0,0,0,0,17,0,0,9,11,9,28,0,0,0,0,round 2,Decision - Unanimous,3,3 Rnd + OT (5-5-5-5),L,Ultimate Fighter China Featherweight Tournament Title Bout,2014-08-23,2853
14045,Ning Guangyou,0,12,35,0.34,12,35,0,0,0,0,0,3,22,2,4,7,9,12,35,0,0,0,0,round 3,Decision - Unanimous,3,3 Rnd + OT (5-5-5-5),W,Ultimate Fighter China Featherweight Tournament Title Bout,2014-08-23,2853
14046,Jianping Yang,0,8,33,0.24,8,33,0,0,0,0,0,1,18,0,2,7,13,8,33,0,0,0,0,round 3,Decision - Unanimous,3,3 Rnd + OT (5-5-5-5),L,Ultimate Fighter China Featherweight Tournament Title Bout,2014-08-23,2853
14047,Sai Wang,0,14,20,0.7,38,48,0,0,0,0,0,8,13,4,4,2,3,3,7,3,3,8,10,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),W,Welterweight Bout,2014-08-23,2854
14048,Danny Mitchell,0,0,8,0,3,12,0,3,0,0,0,0,6,0,0,0,2,0,8,0,0,0,0,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),L,Welterweight Bout,2014-08-23,2854
14049,Sai Wang,0,25,42,0.59,30,48,0,1,0,0,0,12,27,9,11,4,4,14,31,9,9,2,2,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),W,Welterweight Bout,2014-08-23,2854
14050,Danny Mitchell,0,24,48,0.5,33,57,0,3,0,1,0,11,31,6,7,7,10,22,46,2,2,0,0,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),L,Welterweight Bout,2014-08-23,2854
14051,Sai Wang,0,25,62,0.4,43,82,0,1,0,0,0,18,53,4,5,3,4,18,51,6,10,1,1,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),W,Welterweight Bout,2014-08-23,2854
14052,Danny Mitchell,0,34,64,0.53,47,78,0,2,0,0,0,16,42,8,9,10,13,26,54,8,10,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),L,Welterweight Bout,2014-08-23,2854
14053,Alberto Mina,1,34,58,0.58,38,62,0,2,0,0,1,30,53,4,5,0,0,22,44,3,5,9,9,round 1,KO/TKO,1,3 Rnd (5-5-5),W,Welterweight Bout,2014-08-23,2855
14054,Shinsho Anzai,0,31,46,0.67,41,60,1,1,1,0,0,29,44,2,2,0,0,26,40,5,6,0,0,round 1,KO/TKO,1,3 Rnd (5-5-5),L,Welterweight Bout,2014-08-23,2855
14055,Roland Delorme,0,1,4,0.25,1,4,0,0,0,0,0,1,3,0,1,0,0,1,4,0,0,0,0,round 1,Submission,1,3 Rnd (5-5-5),L,Bantamweight Bout,2014-08-23,2856
14056,Ulka Sasaki,0,5,8,0.62,5,8,0,1,0,1,0,5,8,0,0,0,0,5,8,0,0,0,0,round 1,Submission,1,3 Rnd (5-5-5),W,Bantamweight Bout,2014-08-23,2856
14057,An Ying Wang,0,0,5,0,2,7,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,round 1,KO/TKO,1,3 Rnd (5-5-5),L,Welterweight Bout,2014-08-23,2857
14058,Colby Covington,0,11,17,0.64,66,88,2,2,1,0,0,9,15,2,2,0,0,2,2,0,0,9,15,round 1,KO/TKO,1,3 Rnd (5-5-5),W,Welterweight Bout,2014-08-23,2857
14059,Yao Zhikui,0,5,16,0.31,33,45,0,0,0,0,1,4,15,1,1,0,0,2,8,1,2,2,6,round 1,Decision - Split,3,3 Rnd (5-5-5),L,Bantamweight Bout,2014-08-23,2858
14060,Royston Wee,0,2,4,0.5,29,34,1,1,1,0,0,0,1,1,1,1,2,1,3,1,1,0,0,round 1,Decision - Split,3,3 Rnd (5-5-5),W,Bantamweight Bout,2014-08-23,2858
14061,Yao Zhikui,0,13,31,0.41,30,50,0,0,0,0,0,13,31,0,0,0,0,11,26,2,5,0,0,round 2,Decision - Split,3,3 Rnd (5-5-5),L,Bantamweight Bout,2014-08-23,2858
14062,Royston Wee,0,12,18,0.66,46,56,1,1,1,0,0,5,11,1,1,6,6,7,11,2,3,3,4,round 2,Decision - Split,3,3 Rnd (5-5-5),W,Bantamweight Bout,2014-08-23,2858
14063,Yao Zhikui,0,9,20,0.45,44,57,0,0,0,0,1,9,20,0,0,0,0,6,11,0,0,3,9,round 3,Decision - Split,3,3 Rnd (5-5-5),L,Bantamweight Bout,2014-08-23,2858
14064,Royston Wee,0,4,7,0.57,13,16,1,2,0.5,0,0,1,3,1,1,2,3,4,7,0,0,0,0,round 3,Decision - Split,3,3 Rnd (5-5-5),W,Bantamweight Bout,2014-08-23,2858
14065,Elizabeth Phillips,0,14,27,0.51,17,30,0,0,0,0,1,10,23,1,1,3,3,7,19,1,1,6,7,round 1,Decision - Split,3,3 Rnd (5-5-5),L,Women's Bantamweight Bout,2014-08-23,2859
14066,Milana Dudieva,0,3,16,0.18,7,22,1,2,0.5,0,0,1,12,2,4,0,0,1,14,2,2,0,0,round 1,Decision - Split,3,3 Rnd (5-5-5),W,Women's Bantamweight Bout,2014-08-23,2859
14067,Elizabeth Phillips,0,8,22,0.36,25,41,0,0,0,0,0,5,17,2,4,1,1,3,10,0,0,5,12,round 2,Decision - Split,3,3 Rnd (5-5-5),L,Women's Bantamweight Bout,2014-08-23,2859
14068,Milana Dudieva,0,7,14,0.5,31,43,0,2,0,0,0,5,11,2,3,0,0,5,11,2,3,0,0,round 2,Decision - Split,3,3 Rnd (5-5-5),W,Women's Bantamweight Bout,2014-08-23,2859
14069,Elizabeth Phillips,0,3,5,0.6,9,12,0,0,0,0,1,3,5,0,0,0,0,1,3,0,0,2,2,round 3,Decision - Split,3,3 Rnd (5-5-5),L,Women's Bantamweight Bout,2014-08-23,2859
14070,Milana Dudieva,0,1,6,0.16,10,15,1,1,1,0,0,0,5,1,1,0,0,0,5,1,1,0,0,round 3,Decision - Split,3,3 Rnd (5-5-5),W,Women's Bantamweight Bout,2014-08-23,2859
14071,Michael Bisping,0,18,64,0.28,18,64,0,0,0,0,0,11,54,2,4,5,6,18,64,0,0,0,0,round 1,KO/TKO,4,5 Rnd (5-5-5-5-5),W,Middleweight Bout,2014-08-23,2860
14072,Cung Le,0,11,33,0.33,11,33,0,0,0,0,0,1,17,5,11,5,5,11,33,0,0,0,0,round 1,KO/TKO,4,5 Rnd (5-5-5-5-5),L,Middleweight Bout,2014-08-23,2860
14073,Michael Bisping,0,21,83,0.25,21,83,0,0,0,0,0,15,74,6,8,0,1,20,82,1,1,0,0,round 2,KO/TKO,4,5 Rnd (5-5-5-5-5),W,Middleweight Bout,2014-08-23,2860
14074,Cung Le,0,11,33,0.33,11,33,0,0,0,0,0,2,19,4,9,5,5,11,33,0,0,0,0,round 2,KO/TKO,4,5 Rnd (5-5-5-5-5),L,Middleweight Bout,2014-08-23,2860
14075,Michael Bisping,0,35,96,0.36,35,96,0,0,0,0,0,29,86,3,7,3,3,35,96,0,0,0,0,round 3,KO/TKO,4,5 Rnd (5-5-5-5-5),W,Middleweight Bout,2014-08-23,2860
14076,Cung Le,0,15,39,0.38,15,39,0,0,0,0,0,6,27,9,12,0,0,15,39,0,0,0,0,round 3,KO/TKO,4,5 Rnd (5-5-5-5-5),L,Middleweight Bout,2014-08-23,2860
14077,Michael Bisping,1,18,27,0.66,18,27,0,0,0,0,0,13,22,5,5,0,0,15,23,1,1,2,3,round 4,KO/TKO,4,5 Rnd (5-5-5-5-5),W,Middleweight Bout,2014-08-23,2860
14078,Cung Le,0,1,5,0.2,1,5,0,0,0,0,0,0,4,1,1,0,0,1,5,0,0,0,0,round 4,KO/TKO,4,5 Rnd (5-5-5-5-5),L,Middleweight Bout,2014-08-23,2860
14079,Ryan Bader,0,7,18,0.38,13,25,2,3,0.66,0,0,6,14,0,1,1,3,7,17,0,0,0,1,round 1,Decision - Unanimous,5,5 Rnd (5-5-5-5-5),W,Light Heavyweight Bout,2014-08-16,2830
14080,Ovince Saint Preux,0,3,22,0.13,4,23,0,0,0,0,0,2,19,1,3,0,0,3,22,0,0,0,0,round 1,Decision - Unanimous,5,5 Rnd (5-5-5-5-5),L,Light Heavyweight Bout,2014-08-16,2830
14081,Ryan Bader,0,6,23,0.26,6,23,1,4,0.25,0,0,5,19,0,2,1,2,6,23,0,0,0,0,round 2,Decision - Unanimous,5,5 Rnd (5-5-5-5-5),W,Light Heavyweight Bout,2014-08-16,2830
14082,Ovince Saint Preux,0,8,34,0.23,9,35,0,0,0,0,0,5,27,3,7,0,0,8,33,0,0,0,1,round 2,Decision - Unanimous,5,5 Rnd (5-5-5-5-5),L,Light Heavyweight Bout,2014-08-16,2830
14083,Ryan Bader,0,6,17,0.35,29,43,3,4,0.75,0,0,4,13,1,2,1,2,0,5,1,3,5,9,round 3,Decision - Unanimous,5,5 Rnd (5-5-5-5-5),W,Light Heavyweight Bout,2014-08-16,2830
14084,Ovince Saint Preux,0,1,7,0.14,2,8,0,0,0,0,0,1,7,0,0,0,0,1,5,0,2,0,0,round 3,Decision - Unanimous,5,5 Rnd (5-5-5-5-5),L,Light Heavyweight Bout,2014-08-16,2830
14085,Ryan Bader,0,5,10,0.5,20,32,2,5,0.4,0,0,3,7,2,3,0,0,0,5,1,1,4,4,round 4,Decision - Unanimous,5,5 Rnd (5-5-5-5-5),W,Light Heavyweight Bout,2014-08-16,2830
14086,Ovince Saint Preux,0,6,14,0.42,6,14,0,0,0,0,0,4,11,1,1,1,2,6,14,0,0,0,0,round 4,Decision - Unanimous,5,5 Rnd (5-5-5-5-5),L,Light Heavyweight Bout,2014-08-16,2830
14087,Ryan Bader,0,0,4,0,9,14,1,5,0.2,1,0,0,4,0,0,0,0,0,3,0,0,0,1,round 5,Decision - Unanimous,5,5 Rnd (5-5-5-5-5),W,Light Heavyweight Bout,2014-08-16,2830
14088,Ovince Saint Preux,0,6,14,0.42,9,17,2,2,1,0,0,5,11,1,2,0,1,2,10,4,4,0,0,round 5,Decision - Unanimous,5,5 Rnd (5-5-5-5-5),L,Light Heavyweight Bout,2014-08-16,2830
14089,Gray Maynard,0,13,38,0.34,23,49,2,3,0.66,0,0,8,32,5,6,0,0,10,35,3,3,0,0,round 1,KO/TKO,2,3 Rnd (5-5-5),L,Lightweight Bout,2014-08-16,2831
14090,Ross Pearson,0,11,37,0.29,19,45,0,0,0,0,0,7,29,3,7,1,1,7,32,4,5,0,0,round 1,KO/TKO,2,3 Rnd (5-5-5),W,Lightweight Bout,2014-08-16,2831
14091,Gray Maynard,0,2,9,0.22,2,9,0,1,0,0,0,1,8,1,1,0,0,2,9,0,0,0,0,round 2,KO/TKO,2,3 Rnd (5-5-5),L,Lightweight Bout,2014-08-16,2831
14092,Ross Pearson,1,15,18,0.83,16,19,0,0,0,0,0,13,16,1,1,1,1,9,12,2,2,4,4,round 2,KO/TKO,2,3 Rnd (5-5-5),W,Lightweight Bout,2014-08-16,2831
14093,Tim Boetsch,0,8,14,0.57,23,31,1,5,0.2,0,0,4,9,4,5,0,0,2,5,4,6,2,3,round 1,KO/TKO,2,3 Rnd (5-5-5),W,Middleweight Bout,2014-08-16,2832
14094,Brad Tavares,0,16,34,0.47,24,43,0,1,0,0,0,11,29,5,5,0,0,1,8,15,26,0,0,round 1,KO/TKO,2,3 Rnd (5-5-5),L,Middleweight Bout,2014-08-16,2832
14095,Tim Boetsch,2,6,14,0.42,17,25,0,0,0,0,0,6,14,0,0,0,0,3,8,1,4,2,2,round 2,KO/TKO,2,3 Rnd (5-5-5),W,Middleweight Bout,2014-08-16,2832
14096,Brad Tavares,0,8,22,0.36,13,27,0,0,0,0,0,6,20,2,2,0,0,6,18,2,4,0,0,round 2,KO/TKO,2,3 Rnd (5-5-5),L,Middleweight Bout,2014-08-16,2832
14097,Seth Baczynski,0,25,65,0.38,27,68,1,2,0.5,0,0,23,60,2,5,0,0,15,45,8,16,2,4,round 1,KO/TKO,1,3 Rnd (5-5-5),L,Welterweight Bout,2014-08-16,2833
14098,Alan Jouban,1,25,43,0.58,26,44,0,0,0,0,0,15,32,5,6,5,5,14,28,9,13,2,2,round 1,KO/TKO,1,3 Rnd (5-5-5),W,Welterweight Bout,2014-08-16,2833
14099,Shawn Jordan,0,14,23,0.6,19,29,1,2,0.5,0,0,10,18,4,5,0,0,10,18,0,0,4,5,round 1,KO/TKO,3,3 Rnd (5-5-5),W,Heavyweight Bout,2014-08-16,2834
14100,Jack May,0,9,29,0.31,9,29,0,0,0,0,0,3,20,4,5,2,4,7,27,2,2,0,0,round 1,KO/TKO,3,3 Rnd (5-5-5),L,Heavyweight Bout,2014-08-16,2834
14101,Shawn Jordan,0,3,11,0.27,20,29,1,1,1,0,0,3,10,0,1,0,0,0,4,0,2,3,5,round 2,KO/TKO,3,3 Rnd (5-5-5),W,Heavyweight Bout,2014-08-16,2834
14102,Jack May,0,10,27,0.37,12,29,0,0,0,0,0,10,25,0,2,0,0,4,16,6,11,0,0,round 2,KO/TKO,3,3 Rnd (5-5-5),L,Heavyweight Bout,2014-08-16,2834
14103,Shawn Jordan,0,15,20,0.75,38,54,1,1,1,0,0,15,20,0,0,0,0,0,0,0,0,15,20,round 3,KO/TKO,3,3 Rnd (5-5-5),W,Heavyweight Bout,2014-08-16,2834
14104,Jack May,0,1,3,0.33,1,3,0,0,0,0,0,0,2,1,1,0,0,0,2,1,1,0,0,round 3,KO/TKO,3,3 Rnd (5-5-5),L,Heavyweight Bout,2014-08-16,2834
14105,Thiago Tavares,0,18,31,0.58,45,63,2,3,0.66,1,0,18,31,0,0,0,0,0,2,0,0,18,29,round 1,Submission,1,3 Rnd (5-5-5),W,Featherweight Bout,2014-08-16,2835
14106,Robert Peralta,0,0,2,0,3,5,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,round 1,Submission,1,3 Rnd (5-5-5),L,Featherweight Bout,2014-08-16,2835
14107,Jussier Formiga,0,5,11,0.45,21,32,2,2,1,0,0,5,11,0,0,0,0,3,9,0,0,2,2,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),W,Flyweight Bout,2014-08-16,2836
14108,Zach Makovsky,0,6,16,0.37,10,20,0,0,0,0,1,5,14,0,1,1,1,3,13,0,0,3,3,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),L,Flyweight Bout,2014-08-16,2836
14109,Jussier Formiga,0,3,9,0.33,25,36,0,0,0,0,0,2,8,1,1,0,0,1,7,2,2,0,0,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),W,Flyweight Bout,2014-08-16,2836
14110,Zach Makovsky,0,4,16,0.25,6,18,1,3,0.33,0,0,4,16,0,0,0,0,4,16,0,0,0,0,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),L,Flyweight Bout,2014-08-16,2836
14111,Jussier Formiga,0,3,8,0.37,5,10,0,2,0,0,0,3,7,0,1,0,0,1,2,0,0,2,6,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),W,Flyweight Bout,2014-08-16,2836
14112,Zach Makovsky,0,15,37,0.4,43,69,0,1,0,0,0,14,34,0,2,1,1,4,16,0,0,11,21,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),L,Flyweight Bout,2014-08-16,2836
14113,Sara McMann,0,13,20,0.65,26,38,1,1,1,0,0,12,19,1,1,0,0,0,1,0,0,13,19,round 1,Decision - Split,3,3 Rnd (5-5-5),W,Women's Bantamweight Bout,2014-08-16,2837
14114,Lauren Murphy,0,13,17,0.76,62,71,0,0,0,0,0,13,17,0,0,0,0,0,2,0,0,13,15,round 1,Decision - Split,3,3 Rnd (5-5-5),L,Women's Bantamweight Bout,2014-08-16,2837
14115,Sara McMann,0,9,19,0.47,22,33,2,4,0.5,0,0,3,10,2,5,4,4,6,16,3,3,0,0,round 2,Decision - Split,3,3 Rnd (5-5-5),W,Women's Bantamweight Bout,2014-08-16,2837
14116,Lauren Murphy,0,8,14,0.57,48,57,0,0,0,0,0,6,12,0,0,2,2,2,6,2,2,4,6,round 2,Decision - Split,3,3 Rnd (5-5-5),L,Women's Bantamweight Bout,2014-08-16,2837
14117,Sara McMann,0,16,41,0.39,16,41,2,4,0.5,0,0,8,30,3,6,5,5,15,40,1,1,0,0,round 3,Decision - Split,3,3 Rnd (5-5-5),W,Women's Bantamweight Bout,2014-08-16,2837
14118,Lauren Murphy,0,27,52,0.51,83,108,0,0,0,0,0,22,47,1,1,4,4,13,38,1,1,13,13,round 3,Decision - Split,3,3 Rnd (5-5-5),L,Women's Bantamweight Bout,2014-08-16,2837
14119,Tom Watson,0,33,62,0.53,33,62,0,0,0,0,0,10,35,3,7,20,20,30,57,3,5,0,0,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),W,Middleweight Bout,2014-08-16,2838
14120,Sam Alvey,0,12,38,0.31,13,39,0,0,0,0,0,9,34,3,4,0,0,6,28,4,7,2,3,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),L,Middleweight Bout,2014-08-16,2838
14121,Tom Watson,0,28,58,0.48,29,59,0,1,0,0,0,13,39,1,2,14,17,27,56,1,2,0,0,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),W,Middleweight Bout,2014-08-16,2838
14122,Sam Alvey,0,18,42,0.42,21,45,0,0,0,0,0,16,36,1,5,1,1,11,31,7,11,0,0,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),L,Middleweight Bout,2014-08-16,2838
14123,Tom Watson,0,24,47,0.51,24,47,0,3,0,0,0,11,31,4,4,9,12,22,42,2,5,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),W,Middleweight Bout,2014-08-16,2838
14124,Sam Alvey,0,52,88,0.59,57,93,0,0,0,0,0,46,80,6,8,0,0,23,44,29,44,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),L,Middleweight Bout,2014-08-16,2838
14125,Nolan Ticman,0,15,26,0.57,18,29,0,0,0,0,0,7,16,5,7,3,3,13,22,0,0,2,4,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),L,Bantamweight Bout,2014-08-16,2839
14126,Frankie Saenz,0,14,39,0.35,16,43,1,1,1,0,0,4,27,3,5,7,7,13,37,1,1,0,1,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),W,Bantamweight Bout,2014-08-16,2839
14127,Nolan Ticman,0,9,19,0.47,9,19,0,0,0,0,0,6,16,3,3,0,0,8,17,1,2,0,0,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),L,Bantamweight Bout,2014-08-16,2839
14128,Frankie Saenz,0,27,48,0.56,32,56,1,4,0.25,0,0,11,26,3,6,13,16,5,16,18,24,4,8,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),W,Bantamweight Bout,2014-08-16,2839
14129,Nolan Ticman,0,1,8,0.12,4,11,0,0,0,0,0,0,7,1,1,0,0,1,8,0,0,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),L,Bantamweight Bout,2014-08-16,2839
14130,Frankie Saenz,0,26,42,0.61,35,54,3,4,0.75,0,0,16,30,3,5,7,7,6,18,20,24,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),W,Bantamweight Bout,2014-08-16,2839
14131,Robbie Lawler,0,20,49,0.4,20,49,0,0,0,0,0,16,45,4,4,0,0,16,42,4,7,0,0,round 1,Decision - Unanimous,5,5 Rnd (5-5-5-5-5),W,Welterweight Bout,2014-07-26,2818
14132,Matt Brown,0,20,50,0.4,24,54,1,2,0.5,0,0,12,37,6,8,2,5,11,40,9,10,0,0,round 1,Decision - Unanimous,5,5 Rnd (5-5-5-5-5),L,Welterweight Bout,2014-07-26,2818
14133,Robbie Lawler,0,9,25,0.36,9,25,0,0,0,0,0,7,23,2,2,0,0,9,25,0,0,0,0,round 2,Decision - Unanimous,5,5 Rnd (5-5-5-5-5),W,Welterweight Bout,2014-07-26,2818
14134,Matt Brown,0,15,53,0.28,15,54,1,1,1,0,0,9,36,4,8,2,9,12,50,3,3,0,0,round 2,Decision - Unanimous,5,5 Rnd (5-5-5-5-5),L,Welterweight Bout,2014-07-26,2818
14135,Robbie Lawler,0,17,34,0.5,21,38,0,0,0,0,0,11,28,3,3,3,3,14,31,3,3,0,0,round 3,Decision - Unanimous,5,5 Rnd (5-5-5-5-5),W,Welterweight Bout,2014-07-26,2818
14136,Matt Brown,0,11,47,0.23,11,47,0,3,0,0,0,5,37,3,6,3,4,11,47,0,0,0,0,round 3,Decision - Unanimous,5,5 Rnd (5-5-5-5-5),L,Welterweight Bout,2014-07-26,2818
14137,Robbie Lawler,0,9,23,0.39,12,26,2,2,1,0,0,9,23,0,0,0,0,5,18,0,0,4,5,round 4,Decision - Unanimous,5,5 Rnd (5-5-5-5-5),W,Welterweight Bout,2014-07-26,2818
14138,Matt Brown,0,6,24,0.25,8,26,0,1,0,0,0,1,18,1,2,4,4,6,24,0,0,0,0,round 4,Decision - Unanimous,5,5 Rnd (5-5-5-5-5),L,Welterweight Bout,2014-07-26,2818
14139,Robbie Lawler,0,25,69,0.36,25,69,0,0,0,0,0,21,63,4,6,0,0,24,66,0,0,1,3,round 5,Decision - Unanimous,5,5 Rnd (5-5-5-5-5),W,Welterweight Bout,2014-07-26,2818
14140,Matt Brown,0,30,68,0.44,31,69,0,1,0,0,0,18,54,12,14,0,0,29,67,1,1,0,0,round 5,Decision - Unanimous,5,5 Rnd (5-5-5-5-5),L,Welterweight Bout,2014-07-26,2818
14141,Anthony Johnson,1,8,17,0.47,8,17,0,0,0,0,0,8,17,0,0,0,0,8,17,0,0,0,0,round 1,KO/TKO,1,3 Rnd (5-5-5),W,Light Heavyweight Bout,2014-07-26,2819
14142,Rogerio Nogueira,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,round 1,KO/TKO,1,3 Rnd (5-5-5),L,Light Heavyweight Bout,2014-07-26,2819
14143,Clay Guida,0,12,36,0.33,23,52,0,1,0,0,0,11,35,0,0,1,1,12,36,0,0,0,0,round 1,Submission,2,3 Rnd (5-5-5),L,Featherweight Bout,2014-07-26,2820
14144,Dennis Bermudez,0,30,64,0.46,46,81,1,5,0.2,0,0,21,54,4,4,5,6,20,53,10,11,0,0,round 1,Submission,2,3 Rnd (5-5-5),W,Featherweight Bout,2014-07-26,2820
14145,Clay Guida,0,16,43,0.37,16,43,0,2,0,0,0,13,38,1,1,2,4,14,40,2,3,0,0,round 2,Submission,2,3 Rnd (5-5-5),L,Featherweight Bout,2014-07-26,2820
14146,Dennis Bermudez,0,17,50,0.34,20,54,1,2,0.5,1,0,15,45,1,2,1,3,17,48,0,2,0,0,round 2,Submission,2,3 Rnd (5-5-5),W,Featherweight Bout,2014-07-26,2820
14147,Josh Thomson,0,12,37,0.32,12,37,0,1,0,0,0,6,28,0,1,6,8,12,35,0,2,0,0,round 1,Decision - Split,3,3 Rnd (5-5-5),L,Lightweight Bout,2014-07-26,2821
14148,Bobby Green,0,18,51,0.35,18,51,0,0,0,0,0,3,25,5,12,10,14,18,49,0,2,0,0,round 1,Decision - Split,3,3 Rnd (5-5-5),W,Lightweight Bout,2014-07-26,2821
14149,Josh Thomson,0,18,49,0.36,18,49,0,3,0,0,0,11,38,2,5,5,6,17,47,1,2,0,0,round 2,Decision - Split,3,3 Rnd (5-5-5),L,Lightweight Bout,2014-07-26,2821
14150,Bobby Green,0,23,48,0.47,23,48,0,0,0,0,0,9,29,10,14,4,5,23,48,0,0,0,0,round 2,Decision - Split,3,3 Rnd (5-5-5),W,Lightweight Bout,2014-07-26,2821
14151,Josh Thomson,0,15,34,0.44,15,34,0,1,0,0,0,8,25,3,4,4,5,11,29,1,1,3,4,round 3,Decision - Split,3,3 Rnd (5-5-5),L,Lightweight Bout,2014-07-26,2821
14152,Bobby Green,0,18,42,0.42,22,46,0,2,0,0,0,6,25,8,11,4,6,15,38,3,4,0,0,round 3,Decision - Split,3,3 Rnd (5-5-5),W,Lightweight Bout,2014-07-26,2821
14153,Daron Cruickshank,1,14,51,0.27,14,51,0,1,0,0,0,4,37,6,10,4,4,14,51,0,0,0,0,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),L,Lightweight Bout,2014-07-26,2822
14154,Jorge Masvidal,0,23,47,0.48,23,47,1,1,1,0,0,13,34,8,8,2,5,18,41,5,6,0,0,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),W,Lightweight Bout,2014-07-26,2822
14155,Daron Cruickshank,0,3,11,0.27,6,14,1,1,1,0,0,2,9,0,1,1,1,1,5,0,0,2,6,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),L,Lightweight Bout,2014-07-26,2822
14156,Jorge Masvidal,0,17,26,0.65,44,56,1,1,1,2,0,13,20,3,4,1,2,3,5,0,0,14,21,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),W,Lightweight Bout,2014-07-26,2822
14157,Daron Cruickshank,0,2,21,0.09,3,22,1,1,1,1,0,0,15,1,5,1,1,2,20,0,1,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),L,Lightweight Bout,2014-07-26,2822
14158,Jorge Masvidal,0,11,19,0.57,32,47,0,2,0,0,0,9,15,0,1,2,3,2,4,3,3,6,12,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),W,Lightweight Bout,2014-07-26,2822
14159,Kyle Kingsbury,0,10,25,0.4,10,25,0,0,0,0,0,3,15,2,2,5,8,5,20,5,5,0,0,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),L,Light Heavyweight Bout,2014-07-26,2823
14160,Patrick Cummins,0,19,35,0.54,30,47,4,7,0.57,0,0,17,33,2,2,0,0,4,14,4,4,11,17,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),W,Light Heavyweight Bout,2014-07-26,2823
14161,Kyle Kingsbury,0,7,35,0.2,7,35,0,0,0,0,0,2,29,1,1,4,5,6,34,1,1,0,0,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),L,Light Heavyweight Bout,2014-07-26,2823
14162,Patrick Cummins,0,32,49,0.65,52,71,3,5,0.6,0,0,27,44,3,3,2,2,10,20,2,2,20,27,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),W,Light Heavyweight Bout,2014-07-26,2823
14163,Kyle Kingsbury,0,5,25,0.2,5,25,0,1,0,0,0,2,21,1,1,2,3,5,25,0,0,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),L,Light Heavyweight Bout,2014-07-26,2823
14164,Patrick Cummins,0,22,45,0.48,33,58,3,5,0.6,0,0,22,43,0,2,0,0,5,19,4,7,13,19,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),W,Light Heavyweight Bout,2014-07-26,2823
14165,Hernani Perpetuo,0,27,88,0.3,29,90,0,0,0,0,0,21,76,1,6,5,6,22,77,5,11,0,0,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),L,Welterweight Bout,2014-07-26,2824
14166,Tim Means,0,28,56,0.5,28,56,1,3,0.33,0,0,10,30,10,16,8,10,23,48,5,8,0,0,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),W,Welterweight Bout,2014-07-26,2824
14167,Hernani Perpetuo,0,16,62,0.25,16,62,0,3,0,0,0,10,52,4,7,2,3,16,62,0,0,0,0,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),L,Welterweight Bout,2014-07-26,2824
